instance,rmp_opt,class,machines,jobs,algorithm,solver,farkas,replication,iterations,lb,ub,gap,obj,redcost,basis,cols,rmptime,cgtime,time,lpiters,lpiters_per_second,lpiters_per_column,has_integer,timeout,params,last
a10200_0.json.gz,2734,a,10,200,LagrangeTemplate,highs,LTFarkas,1,2,2733.545455,2734,0,2734,24336,10,20,0.000549,0.001072,0.00685,288,524590.1639,14.4,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
a10200_1.json.gz,2690,a,10,200,LagrangeTemplate,highs,LTFarkas,1,89,2689.5,2690,0,2690,0.5,10,211,0.046832,0.029077,0.084612,960,20498.80424,1.087836633,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
a10200_2.json.gz,2660,a,10,200,LagrangeTemplate,highs,LTFarkas,1,2,2659.166667,2660,0,2660,23512,10,20,0.000512,0.001007,0.006468,283,552734.375,14.15,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
a10200_3.json.gz,2574,a,10,200,LagrangeTemplate,highs,LTFarkas,1,2,2573.391304,2574,0,2574,22658,10,20,0.000514,0.000703,0.006061,283,550583.6576,14.15,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
a10200_4.json.gz,2713,a,10,200,LagrangeTemplate,highs,LTFarkas,1,88,2712.196667,2713,0,2713,22,10,225,0.047186,0.027924,0.084314,1086,23015.30115,1.143720894,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
a10200_5.json.gz,2651,a,10,200,LagrangeTemplate,highs,LTFarkas,1,112,2651,2651,0,2651,0,10,212,0.061057,0.036416,0.107458,1225,20063.21961,1.08592207,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
a10200_6.json.gz,2636,a,10,200,LagrangeTemplate,highs,LTFarkas,1,123,2635.2,2636,1.38E-13,2636,0.8,10,217,0.066988,0.039963,0.117148,1064,15883.44181,1.362382243,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
a10200_7.json.gz,2533,a,10,200,LagrangeTemplate,highs,LTFarkas,1,99,2532.5,2533,3.59E-14,2533,0.5,10,215,0.052078,0.030115,0.091383,1091,20949.34521,1.382483566,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
a10200_8.json.gz,2605,a,10,200,LagrangeTemplate,highs,LTFarkas,1,0,2605,2605,0,2605,0,0,0,0.011701,0.011702,0.003918,201,,,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
a10200_9.json.gz,2619,a,10,200,LagrangeTemplate,highs,LTFarkas,1,2,2618.375,2619,0,2619,23125,10,20,0.000506,0.000806,0.005735,285,563241.1067,14.25,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
a20100_0.json.gz,1132,a,20,100,LagrangeTemplate,highs,LTFarkas,1,30,1132,1132,0,1132,0,20,124,0.009806,0.008906,0.024706,522,53232.71466,0.735249189,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
a20100_1.json.gz,1178,a,20,100,LagrangeTemplate,highs,LTFarkas,1,2,1177.529412,1178,0,1178,7888,20,40,0.00032,0.000882,0.005262,156,487500,3.9,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
a20100_2.json.gz,1190,a,20,100,LagrangeTemplate,highs,LTFarkas,1,44,1190,1192,0.167785235,1190,0,23,121,0.013529,0.013544,0.033642,583,43092.61586,0.876592221,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
a20100_3.json.gz,1131,a,20,100,LagrangeTemplate,highs,LTFarkas,1,30,1131,1131,0,1131,0,20,120,0.009326,0.008056,0.023362,454,48681.10658,0.785576799,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
a20100_4.json.gz,1158,a,20,100,LagrangeTemplate,highs,LTFarkas,1,29,1158,1158,0,1158,0,20,124,0.009077,0.008386,0.023631,460,50677.53663,0.759899749,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
a20100_5.json.gz,1145,a,20,100,LagrangeTemplate,highs,LTFarkas,1,2,1144.232941,1145,0,1145,7844,20,40,0.000326,0.001339,0.005769,158,484662.5767,3.95,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
a20100_6.json.gz,1139,a,20,100,LagrangeTemplate,highs,LTFarkas,1,39,1139,1139,0,1139,0,20,124,0.011332,0.01047,0.02794,519,45799.50582,0.851816367,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
a20100_7.json.gz,1156,a,20,100,LagrangeTemplate,highs,LTFarkas,1,2,1155.066667,1156,0,1156,7729,20,40,0.000318,0.000888,0.005243,158,496855.3459,3.95,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
a20100_8.json.gz,1150,a,20,100,LagrangeTemplate,highs,LTFarkas,1,28,1150,1150,0,1150,0,20,126,0.009251,0.008153,0.023346,519,56102.04302,0.725947099,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
a20100_9.json.gz,1193,a,20,100,LagrangeTemplate,highs,LTFarkas,1,2,1192.782609,1193,0,1193,8246,20,40,0.000777,0.00125,0.006159,156,200772.2008,3.9,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
a20200_0.json.gz,2307,a,20,200,LagrangeTemplate,highs,LTFarkas,1,2,2307,2307,0,2307,25856,20,40,0.000539,0.000921,0.010325,283,525046.3822,7.075,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
a20200_1.json.gz,2288,a,20,200,LagrangeTemplate,highs,LTFarkas,1,53,2287.126667,2288,0,2288,8,20,225,0.023985,0.015894,0.052335,898,37440.06671,0.773555956,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
a20200_2.json.gz,2340,a,20,200,LagrangeTemplate,highs,LTFarkas,1,56,2340,2340,0,2340,0,20,220,0.024751,0.017987,0.05486,665,26867.60131,0.950103343,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
a20200_3.json.gz,2295,a,20,200,LagrangeTemplate,highs,LTFarkas,1,2,2294.041667,2295,0,2295,27784,20,40,0.00051,0.000804,0.00955,283,554901.9608,7.075,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
a20200_4.json.gz,2257,a,20,200,LagrangeTemplate,highs,LTFarkas,1,2,2256.75,2257,0,2257,26784,20,40,0.000498,0.001158,0.010015,287,576305.2209,7.175,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
a20200_5.json.gz,2304,a,20,200,LagrangeTemplate,highs,LTFarkas,1,2,2304,2304,0,2304,28879,20,40,0.000529,0.001173,0.009752,285,538752.3629,7.125,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
a20200_6.json.gz,2231,a,20,200,LagrangeTemplate,highs,LTFarkas,1,69,2231,2231,0,2231,3,20,227,0.031155,0.020994,0.063645,965,30974.16145,0.952422726,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
a20200_7.json.gz,2290,a,20,200,LagrangeTemplate,highs,LTFarkas,1,2,2289.8,2290,0,2290,29181,20,40,0.000634,0.001006,0.009944,282,444794.9527,7.05,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
a20200_8.json.gz,2245,a,20,200,LagrangeTemplate,highs,LTFarkas,1,73,2244.5,2245,0,2245,0.5,20,222,0.033831,0.023832,0.070793,1018,30090.74517,0.811961161,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
a20200_9.json.gz,2308,a,20,200,LagrangeTemplate,highs,LTFarkas,1,55,2308,2308,0,2308,0,20,223,0.027036,0.019789,0.058803,944,34916.40775,0.762429854,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
a5100_0.json.gz,1590,a,5,100,LagrangeTemplate,highs,LTFarkas,1,113,1589.666667,1592,0.125628141,1590,0.333333333,8,110,0.041794,0.0366,0.083805,815,19500.40676,1.297345133,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
a5100_1.json.gz,1612,a,5,100,LagrangeTemplate,highs,LTFarkas,1,120,1612,1612,0,1612,0,5,107,0.041323,0.03625,0.082971,574,13890.56942,0.999701897,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
a5100_2.json.gz,1629,a,5,100,LagrangeTemplate,highs,LTFarkas,1,98,1628.333333,1629,2.79E-14,1629,0.666666667,5,111,0.03351,0.025829,0.06446,649,19367.35303,1.317996289,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
a5100_3.json.gz,1592,a,5,100,LagrangeTemplate,highs,LTFarkas,1,125,1591.082569,1592,0,1592,0.917431193,5,114,0.042777,0.038873,0.086839,690,16130.16341,1.258851282,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
a5100_4.json.gz,1601,a,5,100,LagrangeTemplate,highs,LTFarkas,1,2,1600.28,1601,0,1601,7231,5,10,0.000376,0.00078,0.002969,145,385638.2979,14.5,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
a5100_5.json.gz,1636,a,5,100,LagrangeTemplate,highs,LTFarkas,1,2,1635.857143,1636,0,1636,7412,5,10,0.000311,0.000921,0.003061,145,466237.9421,14.5,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
a5100_6.json.gz,1812,a,5,100,LagrangeTemplate,highs,LTFarkas,1,55,1811.416667,1812,0,1812,20,5,115,0.016415,0.017396,0.037392,412,25098.99482,1.210027548,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
a5100_7.json.gz,1617,a,5,100,LagrangeTemplate,highs,LTFarkas,1,2,1616.52381,1617,0,1617,7332,5,10,0.000312,0.000895,0.002985,145,464743.5897,14.5,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
a5100_8.json.gz,1636,a,5,100,LagrangeTemplate,highs,LTFarkas,1,2,1635.19883,1636,0,1636,7389,5,10,0.000299,0.001374,0.003564,149,498327.7592,14.9,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
a5100_9.json.gz,1667,a,5,100,LagrangeTemplate,highs,LTFarkas,1,2,1667,1667,0,1667,7665,5,10,0.000337,0.001235,0.003547,145,430267.0623,14.5,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
a5200_0.json.gz,3424,a,5,200,LagrangeTemplate,highs,LTFarkas,1,0,3424,3424,0,3424,0,0,0,0.009987,0.009987,0.002391,200,,,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:4,random_seed:0,replication:1,num_threads:128}",1
a5200_1.json.gz,3257,a,5,200,LagrangeTemplate,highs,LTFarkas,1,156,3257,3257,2.37E-13,3257,0,5,209,0.101663,0.071619,0.181168,1097,10790.5531,1.665384615,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:4,random_seed:0,replication:1,num_threads:128}",1
a5200_2.json.gz,3237,a,5,200,LagrangeTemplate,highs,LTFarkas,1,2,3236.555556,3237,0,3237,15458,5,10,0.000571,0.001522,0.005341,286,500875.6567,28.6,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:4,random_seed:0,replication:1,num_threads:128}",1
a5200_3.json.gz,3188,a,5,200,LagrangeTemplate,highs,LTFarkas,1,2,3187.7,3188,0,3188,15184,5,10,0.00057,0.001215,0.00529,286,501754.386,28.6,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:4,random_seed:0,replication:1,num_threads:128}",1
a5200_4.json.gz,3223,a,5,200,LagrangeTemplate,highs,LTFarkas,1,2,3222.368421,3223,0,3223,15332,5,10,0.001262,0.001359,0.005941,287,227416.7987,28.7,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:4,random_seed:0,replication:1,num_threads:128}",1
a5200_5.json.gz,3292,a,5,200,LagrangeTemplate,highs,LTFarkas,1,2,3291.125,3292,0,3292,15769,5,10,0.000573,0.001284,0.005145,287,500872.6003,28.7,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:4,random_seed:0,replication:1,num_threads:128}",1
a5200_6.json.gz,3324,a,5,200,LagrangeTemplate,highs,LTFarkas,1,2,3323.04,3324,0,3324,15908,5,10,0.000592,0.001423,0.005309,286,483108.1081,28.6,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:4,random_seed:0,replication:1,num_threads:128}",1
a5200_7.json.gz,3393,a,5,200,LagrangeTemplate,highs,LTFarkas,1,2,3392.8,3393,0,3393,16104,5,10,0.000613,0.001431,0.005373,286,466557.9119,28.6,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:4,random_seed:0,replication:1,num_threads:128}",1
a5200_8.json.gz,3291,a,5,200,LagrangeTemplate,highs,LTFarkas,1,2,3291,3291,0,3291,15719,5,10,0.000577,0.00109,0.004757,286,495667.2444,28.6,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:4,random_seed:0,replication:1,num_threads:128}",1
a5200_9.json.gz,3406,a,5,200,LagrangeTemplate,highs,LTFarkas,1,2,3406,3406,0,3406,16207,5,10,0.000558,0.001287,0.00509,286,512544.8029,28.6,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:4,random_seed:0,replication:1,num_threads:128}",1
b10100_0.json.gz,1403,b,10,100,LagrangeTemplate,highs,LTFarkas,1,90,1402.5,1404,0.071225071,1403,0.5,31,116,0.039655,0.027523,0.07434,1427,35985.37385,1.483549598,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
b10100_1.json.gz,1338,b,10,100,LagrangeTemplate,highs,LTFarkas,1,93,1337.277778,1338,0,1338,0.722222222,10,118,0.041705,0.026696,0.075935,1455,34887.90313,1.515427925,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
b10100_2.json.gz,1408,b,10,100,LagrangeTemplate,highs,LTFarkas,1,85,1407.170455,1417,0.635144672,1407.761364,0.590909091,39,122,0.037596,0.023837,0.068525,1277,33966.3794,1.336237162,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
b10100_3.json.gz,1343,b,10,100,LagrangeTemplate,highs,LTFarkas,1,69,1342.25,1343,0,1343,0.75,10,121,0.026673,0.020261,0.052984,881,33029.65546,1.119921785,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
b10100_4.json.gz,1381,b,10,100,LagrangeTemplate,highs,LTFarkas,1,85,1380.5,1381,0,1381,0.5,10,113,0.032038,0.022797,0.06157,943,29433.79737,1.226174973,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
b10100_5.json.gz,1489,b,10,100,LagrangeTemplate,highs,LTFarkas,1,89,1488.093023,1503,0.931470393,1488.313953,0.220930233,42,125,0.040118,0.024257,0.072162,1463,36467.42111,1.462666483,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
b10100_6.json.gz,1351,b,10,100,LagrangeTemplate,highs,LTFarkas,1,78,1351,1351,0,1351,0,10,112,0.031822,0.020856,0.059108,1016,31927.59726,1.251933252,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
b10100_7.json.gz,1350,b,10,100,LagrangeTemplate,highs,LTFarkas,1,76,1349.305556,1353,0.22172949,1350,0.694444444,17,119,0.02954,0.020495,0.056372,1224,41435.34191,1.537642876,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
b10100_8.json.gz,1400,b,10,100,LagrangeTemplate,highs,LTFarkas,1,84,1399.11336,1411,0.779588944,1399.417004,0.303643725,42,115,0.036888,0.022616,0.066541,1337,36244.84927,1.438333316,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
b10100_9.json.gz,1368,b,10,100,LagrangeTemplate,highs,LTFarkas,1,51,1367.25,1368,0,1368,0.75,10,119,0.015558,0.015024,0.035753,516,33166.21674,0.921973424,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
b10200_0.json.gz,2800,b,10,200,LagrangeTemplate,highs,LTFarkas,1,198,2799.009934,2814,0.497512438,2799.009934,0,46,216,0.165339,0.118943,0.299726,3358,20309.78777,1.54719216,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
b10200_1.json.gz,2776,b,10,200,LagrangeTemplate,highs,LTFarkas,1,174,2775.135484,2791,0.537441777,2775.870968,0.735483871,44,239,0.150063,0.103164,0.268231,3150,20991.1837,1.63652162,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
b10200_2.json.gz,2791,b,10,200,LagrangeTemplate,highs,LTFarkas,1,199,2790.17051,2801,0.357015352,2790.662621,0.49211165,51,219,0.172546,0.119901,0.308455,3673,21287.07707,1.686875637,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
b10200_3.json.gz,2786,b,10,200,LagrangeTemplate,highs,LTFarkas,1,159,2785.0625,2812,0.924608819,2785.303571,0.241071429,46,225,0.128611,0.095788,0.23903,2924,22735.22483,1.62568056,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
b10200_4.json.gz,2753,b,10,200,LagrangeTemplate,highs,LTFarkas,1,178,2752.157143,2764,0.397973951,2752.8,0.642857143,29,231,0.156767,0.105298,0.278222,3323,21197.06316,1.663643175,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
b10200_5.json.gz,2671,b,10,200,LagrangeTemplate,highs,LTFarkas,1,194,2670.005786,2686,0.558451229,2670.317261,0.31147541,53,213,0.161581,0.101351,0.279089,3208,19853.81945,1.498651203,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
b10200_6.json.gz,2893,b,10,200,LagrangeTemplate,highs,LTFarkas,1,208,2892.041958,2903,0.344471237,2892.142657,0.100699301,54,217,0.19456,0.137081,0.348228,4017,20646.58717,1.737847222,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
b10200_7.json.gz,2797,b,10,200,LagrangeTemplate,highs,LTFarkas,1,241,2796.020833,2801,0.142806141,2796.208333,0.1875,43,219,0.225995,0.149014,0.393172,4831,21376.57913,1.877487859,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
b10200_8.json.gz,2805,b,10,200,LagrangeTemplate,highs,LTFarkas,1,166,2804.020619,2819,0.496630011,2804.443299,0.422680412,44,214,0.133583,0.094169,0.241899,2788,20870.9192,1.49925311,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
b10200_9.json.gz,2928,b,10,200,LagrangeTemplate,highs,LTFarkas,1,188,2927.145833,2941,0.442026522,2927.229167,0.083333333,32,214,0.163051,0.127157,0.305544,3270,20055.07479,1.638196555,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
b20100_0.json.gz,1167,b,20,100,LagrangeTemplate,highs,LTFarkas,1,43,1166.5,1167,0,1167,0.5,20,123,0.016322,0.011187,0.034663,692,42396.7651,0.927716539,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
b20100_1.json.gz,1183,b,20,100,LagrangeTemplate,highs,LTFarkas,1,42,1182.5,1183,0,1183,0.5,20,133,0.014837,0.011831,0.033868,710,47853.33962,0.999367233,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
b20100_2.json.gz,1175,b,20,100,LagrangeTemplate,highs,LTFarkas,1,41,1174.222222,1175,0,1174.5,0.277777778,31,130,0.02103,0.012059,0.040976,1250,59438.89681,1.435652974,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
b20100_3.json.gz,1201,b,20,100,LagrangeTemplate,highs,LTFarkas,1,40,1200.5,1201,0,1201,0.5,20,131,0.016064,0.010543,0.034026,998,62126.49402,1.175381787,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
b20100_4.json.gz,1149,b,20,100,LagrangeTemplate,highs,LTFarkas,1,32,1148.5,1149,0,1148.5,0,28,123,0.010766,0.008783,0.026009,632,58703.32528,0.992651951,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
b20100_5.json.gz,1178,b,20,100,LagrangeTemplate,highs,LTFarkas,1,40,1177.5,1178,0,1177.5,0,23,133,0.013956,0.011611,0.032536,676,48437.94784,1.004359892,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
b20100_6.json.gz,1203,b,20,100,LagrangeTemplate,highs,LTFarkas,1,41,1202.444444,1210,0.578512397,1202.666667,0.222222222,36,130,0.020173,0.012075,0.040764,1152,57106.03282,1.334171991,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
b20100_7.json.gz,1183,b,20,100,LagrangeTemplate,highs,LTFarkas,1,42,1182.454545,1186,0.252951096,1182.727273,0.272727273,40,128,0.018004,0.012322,0.037839,983,54598.978,1.093825842,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
b20100_8.json.gz,1189,b,20,100,LagrangeTemplate,highs,LTFarkas,1,38,1189,1189,0,1189,0,20,123,0.015075,0.012511,0.034436,751,49817.57877,0.933926501,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
b20100_9.json.gz,1185,b,20,100,LagrangeTemplate,highs,LTFarkas,1,37,1184.5,1185,0,1185,0.5,20,127,0.013207,0.009991,0.030597,633,47929.12849,0.830142291,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
b20200_0.json.gz,2292,b,20,200,LagrangeTemplate,highs,LTFarkas,1,71,2291.375,2292,0,2292,0.625,20,246,0.044348,0.023492,0.081754,1580,35627.31127,1.133556924,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
b20200_1.json.gz,2328,b,20,200,LagrangeTemplate,highs,LTFarkas,1,103,2327.008439,2353,1.062473438,2327.151899,0.143459916,62,223,0.084059,0.039883,0.142033,2885,34321.13159,1.534533882,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
b20200_2.json.gz,2374,b,20,200,LagrangeTemplate,highs,LTFarkas,1,92,2373.066667,2381,0.29399412,2373.76,0.693333333,66,231,0.07244,0.036628,0.124958,2678,36968.52568,1.3592516,1,0,"{timeout:3600,max_col_multiplier:1,age_limit:2,random_seed:0,replication:1,num_threads:128}",1
